iter	Logloss
119	0.01252185825
120	0.01219046778
121	0.01203525634
122	0.01179003053
123	0.01157399113
124	0.01134647736
125	0.01107572942
126	0.01083302687
127	0.01060316676
128	0.01041934415
129	0.01017296598
130	0.009933395045
131	0.009736776352
132	0.009567595664
133	0.009384730506
134	0.009212138161
135	0.009015957514
136	0.00879591325
137	0.008626459137
138	0.008444637533
139	0.008263147067
140	0.008121080815
141	0.007930772645
142	0.007774827026
143	0.007597744465
144	0.007498943143
145	0.007345148022
146	0.007228784618
147	0.007150321253
148	0.00701670325
149	0.006904981439
150	0.006768457473
151	0.006658005336
152	0.00654062818
153	0.006452752484
154	0.006318496333
155	0.006226019254
156	0.0061104818
157	0.005983724481
158	0.005879784387
159	0.005759778477
160	0.005703613872
161	0.005597574843
162	0.005514100431
163	0.005419747224
164	0.005313510933
165	0.005214166074
166	0.005135250943
167	0.005040897263
168	0.004957695802
169	0.004874322149
170	0.004822878611
171	0.004741233493
172	0.004684205566
173	0.004639928303
174	0.004566224795
175	0.004488615763
176	0.004431693327
177	0.004389520675
178	0.004324444703
179	0.004255909768
180	0.004196476369
181	0.00415653558
182	0.004090766112
183	0.004050459654
184	0.004000594219
185	0.003952456845
186	0.003890580128
187	0.003841845762
188	0.003780384858
189	0.003731475463
190	0.003693686828
191	0.003637670051
192	0.003587041109
193	0.003547766379
194	0.003506825793
195	0.003464228104
196	0.003434388884
197	0.003397156322
198	0.003348939003
199	0.003299881068
200	0.003251437866
201	0.003216200168
202	0.003180151657
203	0.003156711185
204	0.003128234356
205	0.003091375743
206	0.003062722702
207	0.00303377353
208	0.002998568945
209	0.00295925708
210	0.002930691791
211	0.002912888215
212	0.002874214971
213	0.002850773316
214	0.002823034213
215	0.002796976339
216	0.002796960255
217	0.002796945591
218	0.002772392262
219	0.002772396519
220	0.002772395336
221	0.002772390133
222	0.002739005619
223	0.002738991191
224	0.002713874219
225	0.002713885572
226	0.002689773365
227	0.002673884706
228	0.002644391997
229	0.00264436858
230	0.002644360065
231	0.002625581054
232	0.002608584506
233	0.002608535545
234	0.002588526597
235	0.002560651019
236	0.002545432912
237	0.002545429601
238	0.00253013959
239	0.002508616164
240	0.002482049049
241	0.002458804893
242	0.002458830201
243	0.002440668288
244	0.002416249542
245	0.002416249542
246	0.002416241973
247	0.002416247413
248	0.002416240791
249	0.002398974129
250	0.00237925942
251	0.002379277869
252	0.002379277632
253	0.002349918797
254	0.002349918797
255	0.002349880953
256	0.002332563438
257	0.002321336478
258	0.002321328199
259	0.002321316136
260	0.002304214807
261	0.002304210549
262	0.002289932399
263	0.002289926249
264	0.002289948009
265	0.002289935237
266	0.00227460478
267	0.002274599813
268	0.002274599813
269	0.002252721597
270	0.002252660573
271	0.002252688011
272	0.00223367744
273	0.00223364338
274	0.002210543269
275	0.002210557461
276	0.002210538302
277	0.002210539012
278	0.002210543979
279	0.002210548946
280	0.002210575673
281	0.002185101783
282	0.002185125673
283	0.002163626372
284	0.00216360745
285	0.002163576701
286	0.002163581432
287	0.002163604138
288	0.002163587582
289	0.002155822184
290	0.002155798295
291	0.002155782684
292	0.002155802789
293	0.002140978499
294	0.002140983703
295	0.002124198136
296	0.002109880249
297	0.00210986109
298	0.002109848081
299	0.002109836964
300	0.002109860144
301	0.002109860144
302	0.002091616392
303	0.002091618048
304	0.002091621123
305	0.002078662789
306	0.00205935798
307	0.00205935798
308	0.002059325812
309	0.002059326049
310	0.002059330543
311	0.002041620868
312	0.002027672908
313	0.002027679294
314	0.002014068384
315	0.002014077845
316	0.002014079737
317	0.002014059396
318	0.002014063417
319	0.002014071695
320	0.001999184726
321	0.001999208142
322	0.001999046121
323	0.001999046121
324	0.00199903666
325	0.00199903666
326	0.00197924165
327	0.001963818594
328	0.001963818594
329	0.001946163674
330	0.001946163674
331	0.001946132216
332	0.001928056162
333	0.001928032154
334	0.001922161924
335	0.001922160505
336	0.001922143475
337	0.001907783605
338	0.001907798033
339	0.001907771778
340	0.001907793302
341	0.001907770596
342	0.001907779584
343	0.001907779584
344	0.001907766575
345	0.001907766575
346	0.001897737384
347	0.001897716215
348	0.001897719763
349	0.001897697884
350	0.001880955365
351	0.001880961396
352	0.001880967191
353	0.001880998295
354	0.001880997467
355	0.001880963643
356	0.001862385916
357	0.0018623625
358	0.001862402591
359	0.001862360135
360	0.001862395259
361	0.001862395614
362	0.001862377401
363	0.00184486286
364	0.001835969705
365	0.001835965684
366	0.001835960008
367	0.001824735413
368	0.001824741799
369	0.001811868851
370	0.001811865776
371	0.001802201309
372	0.001802201309
373	0.001802188773
374	0.001784955462
375	0.001784972019
376	0.001784987748
377	0.001784963622
378	0.001784973201
379	0.001784967643
380	0.001773951782
381	0.001773971177
382	0.001773958168
383	0.001773948826
384	0.001773967866
385	0.001773987498
386	0.001773965264
387	0.001760406863
388	0.001744144256
389	0.001744166726
390	0.001744143783
391	0.001744169091
392	0.001744166608
393	0.00174417666
394	0.001744146858
395	0.001727158825
396	0.001726416487
397	0.001726437892
398	0.001726406789
399	0.001726428076
400	0.001726443332
401	0.001726443332
402	0.001726393189
403	0.00171878993
404	0.00171878993
405	0.001718779405
406	0.001718785673
407	0.001718791823
408	0.001718791823
409	0.001709461212
410	0.00170945045
411	0.001709465233
412	0.00170947564
413	0.001697958935
414	0.001697973836
415	0.001697973363
416	0.001697988264
417	0.001697823405
418	0.001696935485
419	0.001696945656
420	0.001696949677
421	0.001696943882
422	0.001696923895
423	0.001696942818
424	0.001696956773
425	0.001696940689
426	0.001696935722
427	0.001696944237
428	0.001696935249
429	0.001696911005
430	0.001687911768
431	0.001687918272
432	0.001687944527
433	0.001687904909
434	0.001687904909
435	0.00168793684
436	0.001687926669
437	0.001687926669
438	0.001687893555
439	0.001687916262
440	0.001687916025
441	0.001687912477
442	0.001687924067
443	0.001687924067
444	0.001687905855
445	0.001687915552
446	0.001687925959
447	0.001687901597
448	0.001687889061
449	0.001687904672
450	0.00168790751
451	0.001687898877
452	0.001687903489
453	0.001687886105
454	0.001687892846
455	0.001672032215
456	0.001672021453
457	0.001671994962
458	0.001672033753
459	0.001672023582
460	0.001672047708
461	0.001672047708
462	0.001672014358
463	0.001672040375
464	0.001671997564
465	0.001672011283
466	0.001672011519
467	0.001672013411
468	0.001672025947
469	0.001672004423
470	0.001672022163
471	0.001665492143
472	0.001665499948
473	0.001665486939
474	0.001661604477
475	0.001661602585
476	0.001661602585
477	0.001651694614
478	0.001651714245
479	0.001651702183
480	0.001651702183
481	0.001651702183
482	0.001651702301
483	0.00165170715
484	0.001651707623
485	0.00165171803
486	0.001651721341
487	0.001651712472
488	0.00165489	0.00489	0.001646278633
490	0.001646254389
491	0.00164492	0.001437054149
493	0.0493	0.001646264678
494	0.001646495	0.001436447813
496	0.0496	0.00164497	0.00497	0.0016498	0.001498	0.0016499	0.001499	0.001637731516
500	0.001501	0.0014501	0.001502	0.0014502	0.001626205586
503	0.001626220014
504	0.001626222498
505	0.001626213392
506	0.001507	0.001417271202
508	0.001417255827
509	0.0014509	0.001615132723
510	0.0511	0.001408567031
512	0.001408561828
513	0.001402723647
514	0.001402745171
515	0.001402729087
516	0.001402516	0.0517	0.001402745053
518	0.001402702951
519	0.001402724712
520	0.001402741742
521	0.001402307716
522	0.001402294352
523	0.001402324627
524	0.001402318714
525	0.0014022979
526	0.00140230878
527	0.001402049665
528	0.001402049665
529	0.001402073436
530	0.001402040323
531	0.001394365515
532	0.001394251509
533	0.001394218987
534	0.001394222298
535	0.001394012145
536	0.001385249316
537	0.001385259013
538	0.001385259013
539	0.001385268947
540	0.001377890744
541	0.001377851954
542	0.001377874424
543	0.001377872531
544	0.001377862361
545	0.00137788081
546	0.001377646649
547	0.001377621813
548	0.001371092267
549	0.00137044241
550	0.0013704404
551	0.001370423961
552	0.001370236278
553	0.001370231784
554	0.001369817153
555	0.001369827797
556	0.001369834774
557	0.001369801542
558	0.001361028543
559	0.001360995192
560	0.001354470139
561	0.00135387977
562	0.001353567673
563	0.001353562115
564	0.001353582456
565	0.001353538935
566	0.001353529592
567	0.001346565192
568	0.001341575313
569	0.001341590333
570	0.001341356053
571	0.001341396736
572	0.001333217181
573	0.001332848791
574	0.001332876938
575	0.001332848791
576	0.001332722959
577	0.001332733366
578	0.001332716573
579	0.001332617823
580	0.001332627639
581	0.001327701859
582	0.001321691251
583	0.001313242884
584	0.001313242884
585	0.001307326059
586	0.00130734912
587	0.001299929288
588	0.001299825689
589	0.001299822733
590	0.001299292677
591	0.001298757891
592	0.001293434983
593	0.001288876174
594	0.001281227148
595	0.001273541696
596	0.001273545244
597	0.001273545244
598	0.00127598	0.001485063916
599	0.001485067346
600	0.001485066754
601	0.001485068647
602	0.001485068647
603	0.001485082483
604	0.001485071958
605	0.001485066754
606	0.001485062852
607	0.001477654018
608	0.001477680864
609	0.001463688082
610	0.001463679094
611	0.001463678621
612	0.001463694705
613	0.001463651184
614	0.001463699908
615	0.001463667386
616	0.001463671644
617	0.001463671998
618	0.0014636869
619	0.001463677202
620	0.001463667977
621	0.001463656269
622	0.001463666795
623	0.001463664903
624	0.001463655442
625	0.001463679922
626	0.001463660645
627	0.001463658989
628	0.001463620672
629	0.001463620672
630	0.001463648464
631	0.001463646335
632	0.001463646335
633	0.001463652603
634	0.001463640304
635	0.001463650474
636	0.001463631079
637	0.001463627886
638	0.001463627886
639	0.00146367259
640	0.00145524622
641	0.00145523664
642	0.001455229663
643	0.001455236877
644	0.001455247166
645	0.001455246456
646	0.001455235103
647	0.001443397195
648	0.001443405237
649	0.001443404763
650	0.00144339956
651	0.001443398969
652	0.001443382412
653	0.001443382057
654	0.001443387497
655	0.001443379928
656	0.001443392346
657	0.001443386551
658	0.001443398496
659	0.00144336822
660	0.001443360888
661	0.001443378036
662	0.001443387497
663	0.001443350835
664	0.001443376144
665	0.001443374488
666	0.001443382648
667	0.001443367629
668	0.001443370822
669	0.001443386906
670	0.001443378746
671	0.001443373779
672	0.001443224057
673	0.001442795235
674	0.001442795235
675	0.00143394087
676	0.001433936376
677	0.001433947257
678	0.0014226996
679	0.001422707524
680	0.001422685763
681	0.001422684344
682	0.001422682925
683	0.00142270232
684	0.001422710598
685	0.001422695461
686	0.001422681151
687	0.001422701374
688	0.001422677958
689	0.001422686591
690	0.001422247243
691	0.001422247835
692	0.001422232579
693	0.001422243222
694	0.001422246889
695	0.001422251028
696	0.001421704297
697	0.001421709501
698	0.001421709501
699	0.001421732917
700	0.001421713167
701	0.001421696846
702	0.001421710802
703	0.001421716242
704	0.001421678161
705	0.001421678161
706	0.001421692944
707	0.001421692944
708	0.001421692944
709	0.001421688568
710	0.001421711748
711	0.001421707254
712	0.001421719671
713	0.001421697674
714	0.001421683364
715	0.00142170134
716	0.001412571068
717	0.001412590108
718	0.001412590108
719	0.001412577099
720	0.001412543039
721	0.001412552382
722	0.001405297882
723	0.001394831945
724	0.001387931525
725	0.001387963456
726	0.001380241816
727	0.001380240279
728	0.001380210121
729	0.001380243945
730	0.001380243945
731	0.00138022384
732	0.001380211422
733	0.001369487672
734	0.001369483887
735	0.001369483887
736	0.001369466384
737	0.001369462836
738	0.001369460471
739	0.001369481522
740	0.001369494058
741	0.001369494058
742	0.001369459525
743	0.001369465438
744	0.001362405954
745	0.001362391171
746	0.00136239259
747	0.00135435637
748	0.001354374583
749	0.001354393978
750	0.001354385226
751	0.001346201887
752	0.001340674621
753	0.001340674621
754	0.001340686565
755	0.001340682899
756	0.001340681244
757	0.001340663504
758	0.001340655935
759	0.001340645173
760	0.001340657236
761	0.001340684791
762	0.001340651205
763	0.001340677932
764	0.001340677577
765	0.001340655817
766	0.001340689995
767	0.001328959825
768	0.001328938301
769	0.001328941612
770	0.001328968458
771	0.001328965501
772	0.001318970133
773	0.001318959608
774	0.001318959608
775	0.001318995678
776	0.001318953103
777	0.001318971789
778	0.00131897309
779	0.001318986454
780	0.001318968714
781	0.001318970606
782	0.001318970606
783	0.001310078752
784	0.001310062077
785	0.001310062314
786	0.001310066098
787	0.001310080999
788	0.001310080999
789	0.001310055928
790	0.001310061604
791	0.001310041973
792	0.001310095191
793	0.00131004079
794	0.001310054035
795	0.001310031802
796	0.001310043155
797	0.001310055455
798	0.001310037715
799	0.001310009568
800	0.001299759344
801	0.001291820336
802	0.001291805435
803	0.001291822346
804	0.001291812176
805	0.001283071226
806	0.001283090857
807	0.001283099964
808	0.001283115693
809	0.001283087546
810	0.00127357824
811	0.001273585454
812	0.001273571026
813	0.001273542643
814	0.001273579068
815	0.001273566768
816	0.001273588765
817	0.001273580723
818	0.001273583562
819	0.001273568897
820	0.00127356665
821	0.001273540514
822	0.001273550211
823	0.001273558253
824	0.001273546664
825	0.001273556361
826	0.001264535245
827	0.001264535245
828	0.001264536665
829	0.001264546007
830	0.00126450568
831	0.001264525548
832	0.001264538557
833	0.001256522678
834	0.001256528118
835	0.001256513454
836	0.001256511916
837	0.001247953091
838	0.001247932041
839	0.001247963499
840	0.001247972841
841	0.001247968939
842	0.001247943394
843	0.001247942448
844	0.001247965627
845	0.001247916193
846	0.001238579078
847	0.001238602258
848	0.001238591378
849	0.001238599893
850	0.001238584991
851	0.001238576003
852	0.001238601785
853	0.001238588658
854	0.00123860959
855	0.001238599065
856	0.001238581562
857	0.001238609117
858	0.001238592206
859	0.001238608408
860	0.001227848705
861	0.001227848705
862	0.001227819139
863	0.001227820913
864	0.001227856392
865	0.001221616472
866	0.00122164793
867	0.001214143776
868	0.001214088192
869	0.0012141135
870	0.001214115511
871	0.001214106286
872	0.001214118349
873	0.001214112791
874	0.001214112791
875	0.001214092568
876	0.001214100728
877	0.001214117285
878	0.00121411877	0.0009832181155
878	0.0009831930437
879	0.0009832190616
880	0.0009832301783
881	0.000983238102
882	0.000983196769
883	0.0009832221956
884	0.0009832221956
885	0.0009832105466
886	0.0009831609944
887	0.0009831933985
888	0.0009831614083
889	0.0009831614083
890	0.0009831556725
891	0.0009831562047
892	0.0009831653701
893	0.0009831574465
894	0.0009831574465
895	0.0009831620587
896	0.0009831620587
897	0.0009831538394
898	0.0009831145169
899	0.0009831233275
900	0.0009831233275
901	0.0009831349765
902	0.0009831349765
903	0.0009831404757
904	0.0009831056472
905	0.0009830935843
906	0.0009830935843
907	0.0009831044054
908	0.0009831227953
909	0.0009831184196
910	0.0009830819945
911	0.0009830819945
912	0.0009830979601
913	0.0009830979601
914	0.0009830979601
915	0.0009830923426
916	0.0009830977236
917	0.0009830977236
918	0.0009830977236
919	0.0009830664429
920	0.0009830804571
921	0.0009830727109
922	0.0009831083081
923	0.0009830707004
924	0.0009830707004
925	0.0009830984331
926	0.0009830709961
927	0.0009830562132
928	0.0009830562132
929	0.0009830562132
930	0.0009830325605
931	0.0009830325605
932	0.0009830325605
933	0.0009830455104
934	0.0009830553853
935	0.0009830553853
936	0.0009830468704
937	0.0009829979094
938	0.0009830096175
939	0.0009829947755
940	0.0009830612985
941	0.000982993652
942	0.0009829919371
943	0.0009829953668
944	0.0009829953668
945	0.0009830079618
946	0.0009829831857
947	0.0009829923511
948	0.000982965387
949	0.0009829805247
950	0.0009830013982
951	0.000982962667
952	0.0009829863788
953	0.0009829656236
954	0.000982951432
955	0.0009829309133
956	0.0009829536199
957	0.0009829453414
958	0.0009829345204
959	0.0009829235219
960	0.000982949658
961	0.0009829252958
962	0.0009829568721
963	0.0009829560443
964	0.0009829056641
965	0.0009828909995
966	0.0009828909995
967	0.0009828740879
968	0.0009829126417
969	0.0009829209201
970	0.0009829209201
971	0.0009829134695
972	0.0009828971492
973	0.0009828835489
974	0.0009829141791
975	0.0009829241132
976	0.0009829219845
977	0.0009828842585
978	0.0009828946657
979	0.0009829028258
980	0.0009829099216
981	0.0009828759801
982	0.0009828759801
983	0.0009828765123
984	0.0009828811837
985	0.0009828804741
986	0.0009828720774
987	0.0009828701852
988	0.0009828701852
989	0.0009829086207
990	0.0009828546927
991	0.0009828716043
992	0.0009828706582
993	0.0009828737922
994	0.0009828569397
995	0.0009828569397
996	0.0009828473604
997	0.0009828473604
998	0.000982898391
999	0.000982880415
0009908397046
5868779
997	0.0009805448945
998	0.00098056222
999	0.00098056222
